pkey,created_on,last_updated_on,version,balls,max_overs,inn_num,runs,src_id,wickets,batting_team_pkey,fielding_team_pkey,match_pkey
2126,"2021-02-15 00:31:48",NULL,0,108,NULL,2,178,88500,6,63,60,1191
2127,"2021-02-15 00:31:49",NULL,0,120,NULL,1,211,88499,2,75,71,1192
2128,"2021-02-15 00:31:49",NULL,0,117,NULL,2,180,88501,10,71,75,1192
2129,"2021-02-15 00:31:53",NULL,0,120,NULL,1,193,88509,6,33,64,1195
2130,"2021-02-15 00:31:53",NULL,0,120,NULL,2,176,88516,9,64,33,1195
2131,"2021-02-15 00:31:55",NULL,0,116,NULL,1,121,88508,10,65,70,1196
2132,"2021-02-15 00:31:55",NULL,0,88,NULL,2,125,88515,3,70,65,1196
2133,"2021-02-15 00:31:57",NULL,0,120,NULL,1,190,88510,5,63,62,1197
2134,"2021-02-15 00:31:57",NULL,0,120,NULL,2,160,88517,9,62,63,1197
2135,"2021-02-15 00:31:59",NULL,0,120,NULL,1,250,88512,6,74,76,1198
2136,"2021-02-15 00:32:00",NULL,0,120,NULL,1,231,88513,5,71,67,1199
2137,"2021-02-15 00:32:00",NULL,0,120,NULL,2,231,88519,5,67,71,1199
2138,"2021-02-15 00:32:03",NULL,0,118,NULL,1,184,88511,10,72,60,1200
2139,"2021-02-15 00:32:03",NULL,0,120,NULL,2,163,88518,9,60,72,1200
2140,"2021-02-15 00:32:06",NULL,0,120,NULL,1,170,88525,5,72,61,1201
2141,"2021-02-15 00:32:06",NULL,0,120,NULL,2,170,88526,8,61,72,1201
2142,"2021-02-15 00:32:08",NULL,0,120,NULL,1,165,88592,8,60,72,1202
2143,"2021-02-15 00:32:08",NULL,0,113,NULL,2,143,88593,10,72,60,1202
2144,"2021-02-15 00:32:11",NULL,0,120,NULL,1,197,88594,6,66,62,1203
2145,"2021-02-15 00:32:11",NULL,0,120,NULL,2,167,88599,9,62,66,1203
2146,"2021-02-15 00:32:13",NULL,0,120,NULL,1,187,88604,9,71,65,1204
2147,"2021-02-15 00:32:13",NULL,0,79,NULL,2,189,88609,1,65,71,1204
2148,"2021-02-15 00:32:15",NULL,0,120,NULL,1,226,88601,8,68,67,1205
2149,"2021-02-15 00:32:15",NULL,0,108,NULL,2,176,88606,4,67,68,1205
2150,"2021-02-15 00:32:16",NULL,0,60,NULL,1,99,88610,6,63,74,1206
2151,"2021-02-15 00:32:16",NULL,0,40,NULL,2,102,88611,1,74,63,1206
2152,"2021-02-15 00:32:19",NULL,0,120,NULL,1,149,88603,5,33,75,1208
2153,"2021-02-15 00:32:19",NULL,0,113,NULL,2,150,88607,4,75,33,1208
2154,"2021-02-15 00:32:21",NULL,0,68,NULL,1,99,88605,2,76,73,1209
2155,"2021-02-15 00:32:22",NULL,0,120,NULL,1,132,88614,7,64,70,1210
2156,"2021-02-15 00:32:22",NULL,0,101,NULL,2,136,88617,3,70,64,1210
2157,"2021-02-15 00:32:24",NULL,0,120,NULL,1,166,88616,8,68,75,1211
2158,"2021-02-15 00:32:24",NULL,0,119,NULL,2,170,88619,5,75,68,1211
2159,"2021-02-15 00:32:28",NULL,0,120,NULL,1,229,88633,6,63,60,1215
2160,"2021-02-15 00:32:28",NULL,0,108,NULL,2,174,88637,6,60,63,1215
2161,"2021-02-15 00:32:30",NULL,0,102,NULL,1,179,88641,7,75,68,1216
2162,"2021-02-15 00:32:30",NULL,0,84,NULL,2,102,88642,10,68,75,1216
2163,"2021-02-15 00:32:32",NULL,0,120,NULL,1,187,88652,5,68,33,1217
2164,"2021-02-15 00:32:32",NULL,0,120,NULL,2,127,88654,9,33,68,1217
2165,"2021-02-15 00:32:34",NULL,0,120,NULL,1,194,88653,4,74,62,1218
2166,"2021-02-15 00:32:34",NULL,0,114,NULL,2,195,88655,6,62,74,1218
2167,"2021-02-15 00:32:36",NULL,0,120,NULL,1,197,88668,7,63,72,1219
2168,"2021-02-15 00:32:36",NULL,0,120,NULL,2,181,88666,9,72,63,1219
2169,"2021-02-15 00:32:38",NULL,0,120,NULL,1,127,88667,8,73,66,1220
2170,"2021-02-15 00:32:38",NULL,0,110,NULL,2,129,88669,6,66,73,1220
2171,"2021-02-15 00:32:40",NULL,0,118,NULL,1,168,88677,10,73,60,1221
2172,"2021-02-15 00:32:40",NULL,0,120,NULL,2,156,88683,7,60,73,1221
2173,"2021-02-15 00:32:41",NULL,0,120,NULL,1,166,88680,5,64,75,1222
2174,"2021-02-15 00:32:41",NULL,0,120,NULL,2,157,88686,8,75,64,1222
2175,"2021-02-15 00:32:42",NULL,0,117,NULL,1,143,88681,10,33,67,1223
2176,"2021-02-15 00:32:42",NULL,0,86,NULL,2,146,88684,2,67,33,1223
2177,"2021-02-15 00:32:44",NULL,0,120,NULL,1,170,88679,4,70,71,1224
2178,"2021-02-15 00:32:44",NULL,0,102,NULL,2,95,88685,10,71,70,1224
2179,"2021-02-15 00:32:46",NULL,0,120,NULL,1,191,88682,4,76,61,1225
2180,"2021-02-15 00:32:46",NULL,0,120,NULL,2,163,88687,10,61,76,1225
2181,"2021-02-15 00:32:48",NULL,0,120,NULL,1,135,88696,9,61,63,1226
2182,"2021-02-15 00:32:48",NULL,0,68,NULL,2,136,88698,0,63,61,1226
2183,"2021-02-15 00:32:50",NULL,0,120,NULL,1,194,88694,7,70,65,1227
2184,"2021-02-15 00:32:50",NULL,0,118,NULL,2,195,88697,7,65,70,1227
2185,"2021-02-15 00:32:52",NULL,0,120,NULL,1,129,88701,7,71,68,1229
2186,"2021-02-15 00:32:52",NULL,0,112,NULL,2,132,88707,4,68,71,1229
2187,"2021-02-15 00:32:55",NULL,0,120,NULL,1,201,88700,6,62,66,1230
2188,"2021-02-15 00:32:55",NULL,0,120,NULL,2,199,88706,9,66,62,1230
2189,"2021-02-15 00:32:56",NULL,0,120,NULL,1,221,88703,5,60,74,1231
2190,"2021-02-15 00:32:56",NULL,0,96,NULL,2,222,88710,1,74,60,1231
2191,"2021-02-15 00:32:58",NULL,0,120,NULL,1,139,88704,7,76,72,1232
2192,"2021-02-15 00:32:58",NULL,0,97,NULL,2,88,88708,10,72,76,1232
2193,"2021-02-15 00:33:00",NULL,0,120,NULL,1,143,88702,9,75,67,1233
2194,"2021-02-15 00:33:00",NULL,0,120,NULL,2,127,88709,9,67,75,1233
2195,"2021-02-15 00:33:04",NULL,0,120,NULL,1,206,88716,2,65,64,1234
2196,"2021-02-15 00:33:04",NULL,0,104,NULL,2,134,88717,10,64,65,1234
2197,"2021-02-15 00:33:06",NULL,0,120,NULL,1,169,88728,5,73,63,1235
2198,"2021-02-15 00:33:06",NULL,0,117,NULL,2,170,88733,7,63,73,1235
2199,"2021-02-15 00:33:08",NULL,0,120,NULL,1,187,88726,7,67,71,1236
2200,"2021-02-15 00:33:08",NULL,0,120,NULL,2,170,88734,7,71,67,1236
2201,"2021-02-15 00:33:10",NULL,0,120,NULL,1,131,88727,10,60,62,1237
2202,"2021-02-15 00:33:10",NULL,0,77,NULL,2,135,88736,3,62,60,1237
2203,"2021-02-15 00:33:12",NULL,0,120,NULL,1,157,88725,5,61,74,1238
2204,"2021-02-15 00:33:12",NULL,0,99,NULL,2,159,88732,4,74,61,1238
2205,"2021-02-15 00:33:14",NULL,0,120,NULL,1,160,88731,5,76,66,1239
2206,"2021-02-15 00:33:14",NULL,0,116,NULL,2,164,88737,2,66,76,1239
2207,"2021-02-15 00:33:16",NULL,0,120,NULL,1,198,88745,7,62,61,1241
2208,"2021-02-15 00:33:16",NULL,0,120,NULL,2,192,88747,6,61,62,1241
2209,"2021-02-15 00:33:18",NULL,0,120,NULL,1,129,88753,8,72,63,1242
2210,"2021-02-15 00:33:18",NULL,0,113,NULL,2,130,88756,4,63,72,1242
2211,"2021-02-15 00:33:19",NULL,0,120,NULL,1,156,88752,6,70,33,1243
2212,"2021-02-15 00:33:19",NULL,0,120,NULL,2,142,88755,6,33,70,1243
2213,"2021-02-15 00:33:21",NULL,0,120,NULL,1,177,88754,6,75,71,1244
2214,"2021-02-15 00:33:21",NULL,0,110,NULL,2,179,88757,3,71,75,1244
2215,"2021-02-15 00:33:23",NULL,0,120,NULL,1,137,88768,8,65,75,1245
2216,"2021-02-15 00:33:23",NULL,0,120,NULL,2,121,88769,7,75,65,1245
2217,"2021-02-15 00:33:24",NULL,0,78,NULL,1,159,88773,2,73,74,1246
2218,"2021-02-15 00:33:26",NULL,0,120,NULL,1,242,88770,4,66,60,1247
2219,"2021-02-15 00:33:26",NULL,0,120,NULL,2,172,88774,6,60,66,1247
2220,"2021-02-15 00:33:28",NULL,0,120,NULL,1,152,88771,8,64,67,1249
2221,"2021-02-15 00:33:28",NULL,0,98,NULL,2,156,88775,4,67,64,1249
2222,"2021-02-15 00:33:29",NULL,0,120,NULL,1,176,88789,9,74,63,1250
2223,"2021-02-15 00:33:29",NULL,0,115,NULL,2,177,88784,6,63,74,1250
2224,"2021-02-15 00:33:31",NULL,0,120,NULL,1,155,88783,9,33,65,1251
2225,"2021-02-15 00:33:31",NULL,0,120,NULL,2,150,88792,6,65,33,1251
2226,"2021-02-15 00:33:32",NULL,0,120,NULL,1,174,88788,7,70,71,1252
2227,"2021-02-15 00:33:32",NULL,0,120,NULL,2,162,88793,9,71,70,1252
2228,"2021-02-15 00:33:34",NULL,0,120,NULL,1,212,88786,5,64,68,1253
2229,"2021-02-15 00:33:34",NULL,0,120,NULL,2,149,88791,7,68,64,1253
2230,"2021-02-15 00:33:38",NULL,0,120,NULL,1,151,88787,8,72,62,1257
2231,"2021-02-15 00:33:38",NULL,0,95,NULL,2,155,88794,2,62,72,1257
2232,"2021-02-15 00:33:40",NULL,0,87,NULL,1,103,88802,4,33,75,1258
2233,"2021-02-15 00:33:41",NULL,0,120,NULL,1,210,88815,8,63,62,1259
2234,"2021-02-15 00:33:41",NULL,0,120,NULL,2,181,88823,9,62,63,1259
2235,"2021-02-15 00:33:43",NULL,0,120,NULL,1,191,88816,6,65,64,1260
2236,"2021-02-15 00:33:43",NULL,0,109,NULL,2,194,88824,5,64,65,1260
2237,"2021-02-15 00:33:47",NULL,0,120,NULL,1,174,88814,6,66,74,1263
2238,"2021-02-15 00:33:47",NULL,0,120,NULL,2,169,88821,7,74,66,1263
2239,"2021-02-15 00:33:49",NULL,0,120,NULL,1,189,88813,7,60,76,1264
2240,"2021-02-15 00:33:49",NULL,0,117,NULL,2,191,88820,7,76,60,1264
2241,"2021-02-15 00:33:50",NULL,0,120,NULL,1,186,88834,5,73,62,1265
2242,"2021-02-15 00:33:50",NULL,0,81,NULL,2,88,88835,10,62,73,1265
2243,"2021-02-15 00:33:52",NULL,0,120,NULL,1,133,88842,7,72,74,1266
2244,"2021-02-15 00:33:52",NULL,0,105,NULL,2,136,88844,3,74,72,1266
2245,"2021-02-15 00:33:56",NULL,0,120,NULL,1,162,88853,8,71,68,1269
2246,"2021-02-15 00:33:56",NULL,0,93,NULL,2,165,88856,3,68,71,1269
2247,"2021-02-15 00:33:58",NULL,0,120,NULL,1,159,88851,9,66,73,1270
2248,"2021-02-15 00:33:58",NULL,0,114,NULL,2,160,88857,6,73,66,1270
2249,"2021-02-15 00:34:00",NULL,0,120,NULL,1,231,88854,5,76,63,1271
2250,"2021-02-15 00:34:00",NULL,0,120,NULL,2,226,88858,5,63,76,1271
2251,"2021-02-15 00:34:03",NULL,0,120,NULL,1,215,88865,5,73,60,1272
2252,"2021-02-15 00:34:03",NULL,0,118,NULL,2,184,88873,10,60,73,1272
2253,"2021-02-15 00:34:06",NULL,0,120,NULL,1,163,88867,6,68,64,1273
2254,"2021-02-15 00:34:06",NULL,0,114,NULL,2,169,88874,2,64,68,1273
2255,"2021-02-15 00:34:08",NULL,0,120,NULL,1,148,88869,7,33,71,1274
2256,"2021-02-15 00:34:08",NULL,0,112,NULL,2,154,88875,6,71,33,1274
2257,"2021-02-15 00:34:12",NULL,0,120,NULL,1,209,88864,5,65,67,1275
2258,"2021-02-15 00:34:12",NULL,0,120,NULL,2,194,88872,7,67,65,1275
2259,"2021-02-15 00:34:14",NULL,0,120,NULL,1,144,88870,8,66,72,1277
2260,"2021-02-15 00:34:14",NULL,0,101,NULL,2,147,88876,4,72,66,1277
2261,"2021-02-15 00:34:16",NULL,0,120,NULL,1,201,88868,6,61,76,1278
2262,"2021-02-15 00:34:16",NULL,0,119,NULL,2,203,88871,5,76,61,1278
2263,"2021-02-15 00:34:18",NULL,0,120,NULL,1,183,88866,8,62,74,1279
2264,"2021-02-15 00:34:18",NULL,0,30,NULL,2,60,88877,0,74,62,1279
2265,"2021-02-15 00:34:20",NULL,0,120,NULL,1,140,88957,7,70,73,1281
2266,"2021-02-15 00:34:20",NULL,0,110,NULL,2,144,88958,5,73,70,1281
2267,"2021-02-15 00:34:22",NULL,0,120,NULL,1,136,88971,8,66,65,1282
2268,"2021-02-15 00:34:22",NULL,0,112,NULL,2,137,88975,5,65,66,1282
2269,"2021-02-15 00:34:24",NULL,0,120,NULL,1,209,88997,5,63,64,1283
2270,"2021-02-15 00:34:24",NULL,0,120,NULL,2,190,88999,10,64,63,1283
2271,"2021-02-15 00:34:28",NULL,0,120,NULL,1,202,89239,8,73,63,1285
2272,"2021-02-15 00:34:28",NULL,0,120,NULL,2,167,89240,8,63,73,1285
2273,"2021-02-15 00:34:30",NULL,0,120,NULL,1,157,89242,6,73,65,1286
2274,"2021-02-15 00:34:30",NULL,0,111,NULL,2,158,89243,5,65,73,1286
2275,"2021-02-15 00:34:48",NULL,0,120,NULL,1,165,89723,5,81,79,1291
2276,"2021-02-15 00:34:48",NULL,0,120,NULL,2,152,89724,7,79,81,1291
2277,"2021-02-15 00:34:52",NULL,0,120,NULL,1,204,89783,4,78,81,1293
2278,"2021-02-15 00:34:52",NULL,0,114,NULL,2,167,89784,10,81,78,1293
2279,"2021-02-15 00:34:59",NULL,0,120,NULL,1,195,89814,4,81,78,1298
2280,"2021-02-15 00:34:59",NULL,0,92,NULL,2,106,89815,10,78,81,1298
2281,"2021-02-15 00:35:11",NULL,0,120,NULL,1,141,89884,9,79,81,1305
2282,"2021-02-15 00:35:11",NULL,0,107,NULL,2,142,89886,4,81,79,1305
2283,"2021-02-15 00:35:23",NULL,0,120,NULL,1,136,85287,7,83,82,1310
2284,"2021-02-15 00:35:23",NULL,0,101,NULL,2,137,85290,1,82,83,1310
2285,"2021-02-15 00:35:30",NULL,0,120,NULL,1,154,85294,8,84,85,1311
2286,"2021-02-15 00:35:30",NULL,0,113,NULL,2,155,85296,4,85,84,1311
2287,"2021-02-15 00:35:35",NULL,0,120,NULL,1,145,85303,6,86,82,1312
2288,"2021-02-15 00:35:35",NULL,0,119,NULL,2,148,85305,6,82,86,1312
2289,"2021-02-15 00:35:40",NULL,0,120,NULL,1,202,85306,7,83,87,1313
2290,"2021-02-15 00:35:40",NULL,0,109,NULL,2,137,85307,10,87,83,1313
2291,"2021-02-15 00:35:46",NULL,0,120,NULL,1,143,85317,7,88,86,1314
2292,"2021-02-15 00:35:46",NULL,0,104,NULL,2,144,85318,2,86,88,1314
2293,"2021-02-15 00:35:49",NULL,0,120,NULL,1,205,85319,6,82,84,1315
2294,"2021-02-15 00:35:49",NULL,0,120,NULL,2,172,85320,8,84,82,1315
2295,"2021-02-15 00:35:50",NULL,0,120,NULL,1,166,85332,4,88,85,1316
2296,"2021-02-15 00:35:50",NULL,0,120,NULL,2,155,85333,8,85,88,1316
2297,"2021-02-15 00:35:52",NULL,0,120,NULL,1,135,85336,5,82,87,1317
2298,"2021-02-15 00:35:52",NULL,0,108,NULL,2,138,85337,4,87,82,1317
2299,"2021-02-15 00:35:54",NULL,0,120,NULL,1,134,85381,5,85,84,1318
2300,"2021-02-15 00:35:54",NULL,0,100,NULL,2,138,85382,2,84,85,1318
2301,"2021-02-15 00:35:56",NULL,0,120,NULL,1,101,85389,9,82,83,1319
2302,"2021-02-15 00:35:56",NULL,0,47,NULL,2,106,85395,2,83,82,1319
2303,"2021-02-15 00:35:58",NULL,0,120,NULL,1,170,85409,7,87,88,1320
2304,"2021-02-15 00:35:58",NULL,0,120,NULL,2,152,85413,7,88,87,1320
2305,"2021-02-15 00:36:00",NULL,0,120,NULL,1,115,85421,7,84,86,1321
2306,"2021-02-15 00:36:00",NULL,0,91,NULL,2,120,85423,1,86,84,1321
2307,"2021-02-15 00:36:02",NULL,0,120,NULL,1,156,85439,5,87,83,1322
2308,"2021-02-15 00:36:02",NULL,0,119,NULL,2,157,85442,6,83,87,1322
2309,"2021-02-15 00:36:06",NULL,0,120,NULL,1,139,85443,4,88,86,1323
2310,"2021-02-15 00:36:06",NULL,0,109,NULL,2,140,85444,4,86,88,1323
2311,"2021-02-15 00:36:10",NULL,0,120,NULL,1,146,85485,6,82,84,1326
2312,"2021-02-15 00:36:10",NULL,0,105,NULL,2,150,85490,3,84,82,1326
2313,"2021-02-15 00:36:12",NULL,0,120,NULL,1,160,85495,5,88,87,1327
2314,"2021-02-15 00:36:12",NULL,0,110,NULL,2,164,85496,5,87,88,1327
2315,"2021-02-15 00:36:15",NULL,0,120,NULL,1,201,85507,7,83,84,1328
2316,"2021-02-15 00:36:15",NULL,0,110,NULL,2,133,85510,10,84,83,1328
2317,"2021-02-15 00:36:17",NULL,0,120,NULL,1,153,85518,6,86,85,1329
2318,"2021-02-15 00:36:17",NULL,0,120,NULL,2,139,85520,7,85,86,1329
2319,"2021-02-15 00:36:19",NULL,0,111,NULL,1,128,85545,10,83,86,1330
2320,"2021-02-15 00:36:19",NULL,0,118,NULL,2,129,85549,6,86,83,1330
2321,"2021-02-15 00:36:21",NULL,0,120,NULL,1,169,85553,7,85,82,1331
2322,"2021-02-15 00:36:21",NULL,0,120,NULL,2,162,85555,4,82,85,1331
2323,"2021-02-15 00:36:23",NULL,0,120,NULL,1,166,85557,8,84,87,1332
2324,"2021-02-15 00:36:23",NULL,0,116,NULL,2,168,85559,8,87,84,1332
2325,"2021-02-15 00:36:24",NULL,0,119,NULL,1,142,85563,10,85,83,1333
2326,"2021-02-15 00:36:24",NULL,0,120,NULL,2,139,85565,10,83,85,1333
2327,"2021-02-15 00:36:26",NULL,0,120,NULL,1,158,85590,8,87,85,1334
2328,"2021-02-15 00:36:26",NULL,0,120,NULL,2,149,85592,6,85,87,1334
2329,"2021-02-15 00:36:29",NULL,0,120,NULL,1,211,85596,5,88,82,1335
2330,"2021-02-15 00:36:29",NULL,0,120,NULL,2,171,85597,8,82,88,1335
2331,"2021-02-15 00:36:31",NULL,0,120,NULL,1,185,85626,7,84,86,1336
2332,"2021-02-15 00:36:31",NULL,0,115,NULL,2,155,85627,10,86,84,1336
2333,"2021-02-15 00:36:34",NULL,0,120,NULL,1,176,85631,7,88,85,1337
2334,"2021-02-15 00:36:34",NULL,0,120,NULL,2,180,85633,7,85,88,1337
2335,"2021-02-15 00:36:36",NULL,0,120,NULL,1,187,85658,5,88,83,1338
2336,"2021-02-15 00:36:36",NULL,0,113,NULL,2,191,85662,3,83,88,1338
2337,"2021-02-15 00:36:38",NULL,0,120,NULL,1,213,85671,5,87,84,1339
2338,"2021-02-15 00:36:38",NULL,0,114,NULL,2,145,85673,10,84,87,1339
2339,"2021-02-15 00:36:40",NULL,0,120,NULL,1,173,85676,5,82,85,1340
2340,"2021-02-15 00:36:40",NULL,0,118,NULL,2,177,85678,6,85,82,1340
2341,"2021-02-15 00:36:42",NULL,0,116,NULL,1,111,85681,10,87,86,1341
2342,"2021-02-15 00:36:42",NULL,0,83,NULL,2,112,85682,1,86,87,1341
2343,"2021-02-15 00:36:43",NULL,0,120,NULL,1,157,85685,6,84,88,1342
2344,"2021-02-15 00:36:43",NULL,0,116,NULL,2,124,85690,10,88,84,1342
2345,"2021-02-15 00:36:45",NULL,0,120,NULL,1,167,85693,6,86,83,1343
2346,"2021-02-15 00:36:45",NULL,0,120,NULL,2,155,85696,8,83,86,1343
2347,"2021-02-15 00:36:48",NULL,0,103,NULL,1,97,85718,10,85,86,1344
2348,"2021-02-15 00:36:48",NULL,0,117,NULL,2,100,85720,6,86,85,1344
2349,"2021-02-15 00:36:50",NULL,0,120,NULL,1,205,85721,5,83,84,1345
2350,"2021-02-15 00:36:50",NULL,0,111,NULL,2,106,85722,10,84,83,1345
2351,"2021-02-15 00:36:52",NULL,0,72,NULL,1,67,85733,10,88,82,1346
2352,"2021-02-15 00:36:52",NULL,0,67,NULL,2,68,85735,0,82,88,1346
2353,"2021-02-15 00:36:54",NULL,0,120,NULL,1,147,85739,6,85,87,1347
2354,"2021-02-15 00:36:54",NULL,0,120,NULL,2,128,85740,8,87,85,1347
2355,"2021-02-15 00:36:56",NULL,0,120,NULL,1,174,85752,6,87,86,1348
2356,"2021-02-15 00:36:56",NULL,0,120,NULL,2,160,85753,7,86,87,1348
2357,"2021-02-15 00:36:58",NULL,0,120,NULL,1,194,85756,2,88,84,1349
2358,"2021-02-15 00:36:58",NULL,0,120,NULL,2,149,85757,9,84,88,1349
2359,"2021-02-15 00:37:00",NULL,0,120,NULL,1,137,85771,7,83,85,1350
2360,"2021-02-15 00:37:00",NULL,0,120,NULL,2,94,85772,7,85,83,1350
2361,"2021-02-15 00:37:03",NULL,0,120,NULL,1,170,85777,4,86,82,1351
2362,"2021-02-15 00:37:03",NULL,0,120,NULL,2,145,85778,7,82,86,1351
2363,"2021-02-15 00:37:05",NULL,0,120,NULL,1,167,85794,6,87,85,1352
2364,"2021-02-15 00:37:05",NULL,0,92,NULL,2,171,85800,2,85,87,1352
2365,"2021-02-15 00:37:07",NULL,0,120,NULL,1,191,85802,7,83,86,1353
2366,"2021-02-15 00:37:07",NULL,0,108,NULL,2,96,85803,10,86,83,1353
2367,"2021-02-15 00:37:09",NULL,0,120,NULL,1,192,85840,3,85,86,1354
2368,"2021-02-15 00:37:09",NULL,0,120,NULL,2,156,85852,10,86,85,1354
2369,"2021-02-15 00:37:11",NULL,0,120,NULL,1,206,85857,1,85,83,1355
2370,"2021-02-15 00:37:11",NULL,0,120,NULL,2,149,85858,9,83,85,1355
2371,"2021-02-15 00:37:15",NULL,0,120,NULL,1,98,91263,10,85,88,1356
2372,"2021-02-15 00:37:15",NULL,0,115,NULL,2,101,91266,7,88,85,1356
2373,"2021-02-15 00:37:18",NULL,0,120,NULL,1,189,91274,5,83,84,1357
2374,"2021-02-15 00:37:18",NULL,0,110,NULL,2,106,91276,10,84,83,1357
2375,"2021-02-15 00:37:21",NULL,0,120,NULL,1,127,91291,8,82,89,1358
2376,"2021-02-15 00:37:21",NULL,0,119,NULL,2,130,91294,6,89,82,1358
2377,"2021-02-15 00:37:24",NULL,0,120,NULL,1,169,91299,3,85,87,1359
2378,"2021-02-15 00:37:24",NULL,0,120,NULL,2,161,91301,5,87,85,1359
2379,"2021-02-15 00:37:26",NULL,0,120,NULL,1,192,91341,6,83,87,1360
2380,"2021-02-15 00:37:26",NULL,0,78,NULL,2,87,91350,10,87,83,1360
2381,"2021-02-15 00:37:28",NULL,0,98,NULL,1,63,91356,10,89,85,1361
2382,"2021-02-15 00:37:28",NULL,0,72,NULL,2,67,91364,1,85,89,1361
2383,"2021-02-15 00:37:29",NULL,0,120,NULL,1,168,91371,5,82,88,1362
2384,"2021-02-15 00:37:29",NULL,0,120,NULL,2,163,91378,7,88,82,1362
2385,"2021-02-15 00:37:31",NULL,0,120,NULL,1,117,91382,9,87,84,1363
2386,"2021-02-15 00:37:31",NULL,0,113,NULL,2,118,91385,3,84,87,1363
2387,"2021-02-15 00:37:34",NULL,0,120,NULL,1,183,91401,9,83,85,1364
2388,"2021-02-15 00:37:34",NULL,0,120,NULL,2,181,91403,9,85,83,1364
2389,"2021-02-15 00:37:36",NULL,0,113,NULL,1,124,91404,10,84,89,1365
2390,"2021-02-15 00:37:36",NULL,0,112,NULL,2,130,91406,5,89,84,1365
2391,"2021-02-15 00:37:38",NULL,0,120,NULL,1,151,91415,6,87,88,1366
2392,"2021-02-15 00:37:38",NULL,0,120,NULL,2,151,91417,8,88,87,1366
2393,"2021-02-15 00:37:40",NULL,0,120,NULL,1,173,91420,7,83,82,1367
2394,"2021-02-15 00:37:40",NULL,0,120,NULL,2,141,91421,9,82,83,1367
2395,"2021-02-15 00:37:42",NULL,0,120,NULL,1,135,91435,8,84,85,1368
2396,"2021-02-15 00:37:42",NULL,0,120,NULL,2,129,91438,6,85,84,1368
2397,"2021-02-15 00:37:44",NULL,0,120,NULL,1,184,91442,5,89,88,1369
2398,"2021-02-15 00:37:44",NULL,0,118,NULL,2,186,91443,6,88,89,1369
2399,"2021-02-15 00:37:46",NULL,0,120,NULL,1,128,91457,9,87,84,1370
2400,"2021-02-15 00:37:46",NULL,0,119,NULL,2,103,91461,10,84,87,1370
2401,"2021-02-15 00:37:48",NULL,0,89,NULL,1,68,91463,10,82,89,1371
2402,"2021-02-15 00:37:48",NULL,0,67,NULL,2,69,91465,2,89,82,1371
2403,"2021-02-15 00:37:50",NULL,0,120,NULL,1,136,91469,6,84,83,1372
2404,"2021-02-15 00:37:50",NULL,0,120,NULL,2,116,91472,9,83,84,1372
2405,"2021-02-15 00:37:52",NULL,0,120,NULL,1,187,91477,5,82,85,1373
2406,"2021-02-15 00:37:52",NULL,0,120,NULL,2,160,91480,6,85,82,1373
2407,"2021-02-15 00:37:54",NULL,0,120,NULL,1,158,91496,8,82,83,1374
2408,"2021-02-15 00:37:54",NULL,0,102,NULL,2,163,91497,4,83,82,1374
2409,"2021-02-15 00:37:56",NULL,0,120,NULL,1,181,91500,7,87,89,1375
2410,"2021-02-15 00:37:56",NULL,0,118,NULL,2,186,91501,7,89,87,1375
2411,"2021-02-15 00:37:58",NULL,0,120,NULL,1,194,91519,4,82,85,1376
2412,"2021-02-15 00:37:58",NULL,0,117,NULL,2,195,91525,6,85,82,1376
2413,"2021-02-15 00:38:00",NULL,0,120,NULL,1,214,91528,4,88,87,1377
2414,"2021-02-15 00:38:00",NULL,0,120,NULL,2,188,91529,8,87,88,1377
2415,"2021-02-15 00:38:03",NULL,0,120,NULL,1,176,91538,3,84,89,1378
2416,"2021-02-15 00:38:03",NULL,0,110,NULL,2,138,91543,10,89,84,1378
2417,"2021-02-15 00:38:07",NULL,0,120,NULL,1,139,91546,9,83,88,1379
2418,"2021-02-15 00:38:07",NULL,0,119,NULL,2,145,91553,7,88,83,1379
2419,"2021-02-15 00:38:10",NULL,0,120,NULL,1,181,91556,6,87,85,1380
2420,"2021-02-15 00:38:10",NULL,0,117,NULL,2,183,91559,4,85,87,1380
2421,"2021-02-15 00:38:14",NULL,0,120,NULL,1,153,91568,8,89,83,1381
2422,"2021-02-15 00:38:14",NULL,0,120,NULL,2,146,91569,9,83,89,1381
2423,"2021-02-15 00:38:16",NULL,0,120,NULL,1,157,91576,5,84,88,1382
2424,"2021-02-15 00:38:16",NULL,0,118,NULL,2,159,91583,4,88,84,1382
2425,"2021-02-15 00:38:18",NULL,0,120,NULL,1,170,91587,9,87,82,1383
2426,"2021-02-15 00:38:18",NULL,0,120,NULL,2,149,91590,7,82,87,1383
2427,"2021-02-15 00:38:20",NULL,0,120,NULL,1,180,91612,6,82,84,1384
2428,"2021-02-15 00:38:20",NULL,0,110,NULL,2,104,91617,10,84,82,1384
2429,"2021-02-15 00:38:22",NULL,0,120,NULL,1,239,91620,4,85,88,1385
2430,"2021-02-15 00:38:22",NULL,0,120,NULL,2,167,91621,8,88,85,1385
2431,"2021-02-15 00:38:24",NULL,0,120,NULL,1,195,91633,4,82,87,1386
2432,"2021-02-15 00:38:24",NULL,0,109,NULL,2,137,91635,10,87,82,1386
2433,"2021-02-15 00:38:26",NULL,0,120,NULL,1,198,91637,5,84,88,1387
2434,"2021-02-15 00:38:26",NULL,0,120,NULL,2,191,91638,8,88,84,1387
